Variant Name,Variant SKU,Issued At,Realized COGS,Potential COGS,Realized Profit,Potential Profit,Realized Tax,Realized Discount,Potential Tax,Potential Discount,Total Sales,Quantity
60 ml,9140,24/11/2017,17.7661,0,30.2339,0,0,0,0,0,48,1
60 ml,6130,22/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,7760,10/11/2017,20.3181,0,27.6819,0,0,0,0,0,48,1
Perfect Cleansing Oil,3140,26/11/2017,16.65,0,31.35,0,0,0,0,0,48,1
60 ml,7970,09/11/2017,21.98,0,26.02,0,0,0,0,0,48,1
88 ml,7820,02/11/2017,20.2763,0,27.7237,0,0,0,0,0,48,1
Resist Anti-Aging Eye Gel,2140,09/11/2017,21.916,0,26.084,0,0,0,0,0,48,1
30 ml,3250,11/11/2017,20.96,0,27.04,0,0,0,0,0,48,1
50 ml,7810,04/11/2017,20.1908,0,27.8092,0,0,0,0,0,48,1
60 ml,9170,11/11/2017,17.7163,0,30.2837,0,0,0,0,0,48,1
60 ml,6130,13/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,9170,15/11/2017,17.7163,0,30.2837,0,0,0,0,0,48,1
Resist Anti-Aging Eye Cream,7900,01/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
50 ml,7610,10/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,6130,19/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,7690,22/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,7760,16/11/2017,20.3265,0,27.6735,0,0,0,0,0,48,1
60 ml,7800,26/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
Perfect Cleansing Oil,3140,28/11/2017,16.65,0,31.35,0,0,0,0,0,48,1
60 ml,7690,27/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
Resist Anti-Aging Eye Cream,7900,28/11/2017,19.9702,0,28.0298,0,0,0,0,0,48,1
Resist Anti-Aging Eye Cream,7900,22/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
50 ml,7810,03/11/2017,20.1908,0,27.8092,0,0,0,0,0,48,1
60 ml,9170,26/11/2017,17.7163,0,30.2837,0,0,0,0,0,48,1
Perfect Cleansing Oil,3140,22/11/2017,16.65,0,31.35,0,0,0,0,0,48,1
60 ml,7760,19/11/2017,20.3265,0,27.6735,0,0,0,0,0,48,1
60 ml,7690,26/11/2017,20.2671,0,27.7329,0,0,0,0,0,48,1
60 ml,7690,08/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
Perfect Cleansing Oil,3140,27/11/2017,16.65,0,31.35,0,0,0,0,0,48,1
60 ml,7760,02/11/2017,20.3181,0,27.6819,0,0,0,0,0,48,1
50 ml,7610,08/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,5570,09/11/2017,19.11,0,28.89,0,0,0,0,0,48,1
88 ml,7820,20/11/2017,20.2763,0,27.7237,0,0,0,0,0,48,1
88 ml,7820,06/11/2017,20.2763,0,27.7237,0,0,0,0,0,48,1
60 ml,5570,01/11/2017,19.11,0,28.89,0,0,0,0,0,48,1
60 ml,9170,13/11/2017,17.7163,0,30.2837,0,0,0,0,0,48,1
60 ml,9170,05/11/2017,17.7163,0,30.2837,0,0,0,0,0,48,1
60 ml,6130,20/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
Perfect Cleansing Oil,3140,13/11/2017,16.65,0,31.35,0,0,0,0,0,48,1
5 ml,8017,27/11/2017,11.5248,0,36.4752,0,0,0,0,0,48,3
88 ml,7820,13/11/2017,20.2763,0,27.7237,0,0,0,0,0,48,1
50 ml,7610,18/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,9130,09/11/2017,17.88,0,30.12,0,0,0,0,0,48,1
60 ml,9130,26/11/2017,17.88,0,30.12,0,0,0,0,0,48,1
50 ml,7810,14/11/2017,20.2236,0,27.7764,0,0,0,0,0,48,1
60 ml,7800,20/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
50 ml,7810,12/11/2017,20.2236,0,27.7764,0,0,0,0,0,48,1
50 ml,7610,25/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
Resist Anti-Aging Eye Gel,2140,04/11/2017,21.916,0,26.084,0,0,0,0,0,48,1
50 ml,7810,01/11/2017,20.1908,0,27.8092,0,0,0,0,0,48,1
60 ml,9140,06/11/2017,17.7661,0,30.2339,0,0,0,0,0,48,1
60 ml,9170,06/11/2017,17.7163,0,30.2837,0,0,0,0,0,48,1
60 ml,7760,21/11/2017,20.3265,0,27.6735,0,0,0,0,0,48,1
Resist Anti-Aging Eye Gel,2140,01/11/2017,21.916,0,26.084,0,0,0,0,0,48,1
50 ml,7610,19/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,9130,24/11/2017,17.88,0,30.12,0,0,0,0,0,48,1
88 ml,7820,22/11/2017,20.2763,0,27.7237,0,0,0,0,0,48,1
60 ml,7800,11/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
Perfect Cleansing Oil,3140,15/11/2017,16.65,0,31.35,0,0,0,0,0,48,1
Resist Anti-Aging Eye Cream,7900,20/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,7760,28/11/2017,20.3265,0,27.6735,0,0,0,0,0,48,1
30 ml,3250,06/11/2017,20.96,0,27.04,0,0,0,0,0,48,1
88 ml,7820,27/11/2017,20.2763,0,27.7237,0,0,0,0,0,48,1
60 ml,7690,29/11/2017,20.2671,0,27.7329,0,0,0,0,0,48,1
88 ml,7820,08/11/2017,20.2763,0,27.7237,0,0,0,0,0,48,1
177 ml,6002,07/11/2017,15.9958,0,31.2542,0,0,6.75,0,0,47.25,2
118 ml,5800,05/11/2017,17.26,0,28.74,0,0,0,0,0,46,1
Pore Clarifying Charcoal Gel Mask,2650,24/11/2017,26.36,0,19.64,0,0,0,0,0,46,1
118 ml,9120,07/11/2017,25.9,0,20,0,0,8.5,0,0,45.9,2
118 ml,6200,30/11/2017,33.3,0,12,0,0,0,0,0,45.3,2
198 ml,9110,07/11/2017,22.2,0,22.8,0,0,9,0,0,45,2
210 ml,5700,08/11/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
14 ml,6117,11/11/2017,15.5301,0,29.4699,0,0,0,0,0,45,3
210 ml,5700,02/11/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
210 ml,5700,26/11/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
30 ml,7827,20/11/2017,9.267,0,35.733,0,0,0,0,0,45,3
210 ml,5900,11/11/2017,17.26,0,27.74,0,0,0,0,0,45,1
210 ml,5700,12/11/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
210 ml,5900,22/11/2017,17.26,0,27.74,0,0,0,0,0,45,1
Sachet,7729,03/11/2017,23.4,0,21.6,0,0,0,0,0,45,60
210 ml,5900,24/11/2017,17.26,0,27.74,0,0,0,0,0,45,1
210 ml,5900,15/11/2017,17.26,0,27.74,0,0,0,0,0,45,1
210 ml,5700,01/11/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
210 ml,5700,30/11/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
210 ml,5900,08/11/2017,17.26,0,27.74,0,0,0,0,0,45,1
210 ml,5700,05/11/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
210 ml,5900,01/11/2017,17.26,0,27.74,0,0,0,0,0,45,1
210 ml,5700,21/11/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
210 ml,5900,02/11/2017,17.26,0,27.74,0,0,0,0,0,45,1
5 ml,7747,18/11/2017,6.8136,0,38.1864,0,0,0,0,0,45,3
210 ml,5700,09/11/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
210 ml,5900,25/11/2017,17.26,0,27.74,0,0,0,0,0,45,1
210 ml,5700,29/11/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
88 ml,8720,10/11/2017,20.34,0,23.66,0,0,0,0,0,44,1
88 ml,8720,11/11/2017,20.34,0,23.66,0,0,0,0,0,44,1
88 ml,8720,28/11/2017,20.34,0,23.66,0,0,0,0,0,44,1
88 ml,8720,13/11/2017,20.34,0,23.66,0,0,0,0,0,44,1
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,19/11/2017,19.98,0,23.02,0,0,0,0,0,43,1
100 ml,2040,30/11/2017,17.6286,0,25.3714,0,0,0,0,0,43,1
118 ml,6210,18/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,18/11/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,24/11/2017,19.98,0,23.02,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,17/11/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,12/11/2017,19.98,0,23.02,0,0,0,0,0,43,1
118 ml,6210,04/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,1900,15/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,1900,14/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,2010,19/11/2017,17.7575,0,25.2425,0,0,0,0,0,43,1
100 ml,1900,20/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,05/11/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,12/11/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,07/11/2017,19.98,0,23.02,0,0,0,0,0,43,1
118 ml,6210,19/11/2017,17.0888,0,25.9112,0,0,0,0,0,43,1
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,08/11/2017,19.98,0,23.02,0,0,0,0,0,43,1
118 ml,2010,17/11/2017,17.7575,0,25.2425,0,0,0,0,0,43,1
118 ml,6210,24/11/2017,17.0888,0,25.9112,0,0,0,0,0,43,1
100 ml,1900,29/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,1900,11/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,2040,13/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,2040,09/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,2040,20/11/2017,17.7592,0,25.2408,0,0,0,0,0,43,1
100 ml,1900,21/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,01/11/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
100 ml,2040,21/11/2017,17.7592,0,25.2408,0,0,0,0,0,43,1
100 ml,1900,28/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,6210,25/11/2017,17.0888,0,25.9112,0,0,0,0,0,43,1
118 ml,2010,27/11/2017,17.7575,0,25.2425,0,0,0,0,0,43,1
118 ml,6210,01/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,1900,24/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,1900,12/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,6210,23/11/2017,17.0888,0,25.9112,0,0,0,0,0,43,1
100 ml,1900,25/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,22/11/2017,19.98,0,23.02,0,0,0,0,0,43,1
100 ml,2040,19/11/2017,17.7592,0,25.2408,0,0,0,0,0,43,1
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,04/11/2017,19.98,0,23.02,0,0,0,0,0,43,1
118 ml,6210,10/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,1900,01/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,27/11/2017,19.1475,0,23.8525,0,0,0,0,0,43,1
118 ml,6210,05/11/2017,17.88,0,25.12,0,0,0,0,0,43,1
60 ml,3500,11/11/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,8520,07/11/2017,0,0,42,0,0,0,0,0,42,1
60 ml,1460,10/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
50 ml,8740,25/11/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,3500,04/11/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,3400,29/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1860,24/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1560,25/11/2017,18.2769,0,23.7231,0,0,0,0,0,42,1
60 ml,3400,19/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1720,07/11/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,1720,26/11/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,1860,10/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,3400,23/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1860,17/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,8520,06/11/2017,0,0,42,0,0,0,0,0,42,1
50 ml,8740,01/11/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,1560,09/11/2017,18.5416,0,23.4584,0,0,0,0,0,42,1
60 ml,1460,24/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
50 ml,8740,20/11/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,3500,01/11/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,3400,04/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1710,12/11/2017,19.32,0,22.68,0,0,0,0,0,42,1
60 ml,8520,27/11/2017,0,0,42,0,0,0,0,0,42,1
60 ml,8520,26/11/2017,0,0,42,0,0,0,0,0,42,1
60 ml,1560,13/11/2017,18.2769,0,23.7231,0,0,0,0,0,42,1
60 ml,1720,19/11/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,1710,01/11/2017,19.32,0,22.68,0,0,0,0,0,42,1
60 ml,3400,09/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1710,07/11/2017,19.32,0,22.68,0,0,0,0,0,42,1
50 ml,8740,28/11/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,3500,07/11/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,1460,03/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,3500,24/11/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,1460,13/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
14 ml,6107,09/11/2017,11.0052,0,30.9948,0,0,0,0,0,42,3
60 ml,3500,15/11/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,3400,06/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
5 ml,7847,03/11/2017,17.58,0,24.42,0,0,0,0,0,42,6
60 ml,1710,15/11/2017,19.32,0,22.68,0,0,0,0,0,42,1
14 ml,6107,26/11/2017,11.076,0,30.924,0,0,0,0,0,42,3
60 ml,1860,04/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,3400,08/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,3400,26/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1860,05/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,3400,10/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1560,03/11/2017,18.5416,0,23.4584,0,0,0,0,0,42,1
50 ml,8740,04/11/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,3400,15/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,3400,20/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1720,11/11/2017,17.87,0,24.13,0,0,0,0,0,42,1
5 ml,8017,03/11/2017,23.0496,0,18.9504,0,0,0,0,0,42,6
50 ml,8740,11/11/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,1860,29/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,3400,18/11/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1720,12/11/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,1710,19/11/2017,19.32,0,22.68,0,0,0,0,0,42,1
60 ml,1720,01/11/2017,17.87,0,24.13,0,0,0,0,0,42,1
15 ml,7870,30/11/2017,31.5569,0,10.2431,0,0,0,0,0,41.8,1
Refreshing Moisture Mist,2150,30/11/2017,33.3,0,8.5,0,0,0,0,0,41.8,2
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,02/11/2017,15.41,0,25.59,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,25/11/2017,15.41,0,25.59,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,17/11/2017,15.41,0,25.59,0,0,0,0,0,41,1
118 ml,6200,18/11/2017,16.65,0,24.35,0,0,0,0,0,41,1
30 ml,7630,09/11/2017,16.65,0,24.35,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,21/11/2017,15.41,0,25.59,0,0,0,0,0,41,1
118 ml,6200,27/11/2017,16.65,0,24.35,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,05/11/2017,15.41,0,25.59,0,0,0,0,0,41,1
Sun Care Sunscreen Spray SPF 43,2330,13/11/2017,15.41,0,25.59,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,08/11/2017,15.41,0,25.59,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,19/11/2017,15.41,0,25.59,0,0,0,0,0,41,1
118 ml,6200,06/11/2017,16.65,0,24.35,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,20/11/2017,15.41,0,25.59,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,11/11/2017,15.41,0,25.59,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,18/11/2017,15.41,0,25.59,0,0,0,0,0,41,1
118 ml,6200,15/11/2017,16.65,0,24.35,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,30/11/2017,15.41,0,25.59,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,15/11/2017,15.41,0,25.59,0,0,0,0,0,41,1
118 ml,6200,14/11/2017,16.65,0,24.35,0,0,0,0,0,41,1
190 ml,1210,07/11/2017,26.8818,0,13.9182,0,0,0,0,0,40.8,2
100 ml,9100,28/11/2017,15.4013,0,24.5987,0,0,0,0,0,40,1
177 ml,8710,11/11/2017,0,0,40,0,0,0,0,0,40,2
100 ml,9100,01/11/2017,16.65,0,23.35,0,0,0,0,0,40,1
100 ml,9100,15/11/2017,16.65,0,23.35,0,0,0,0,0,40,1
100 ml,9100,11/11/2017,16.65,0,23.35,0,0,0,0,0,40,1
100 ml,9100,09/11/2017,16.65,0,23.35,0,0,0,0,0,40,1
30 ml,2017,10/11/2017,6.96,0,32.04,0,0,0,0,0,39,3
30 ml,2017,06/11/2017,6.96,0,32.04,0,0,0,0,0,39,3
30 ml,2017,24/11/2017,6.96,0,32.04,0,0,0,0,0,39,3
30 ml,6207,20/11/2017,9.27,0,29.73,0,0,0,0,0,39,3
50 ml,7660,22/11/2017,20.3391,0,17.9109,0,0,12.75,0,0,38.25,1
30 ml,3700,07/11/2017,20.8124,0,17.4376,0,0,12.75,0,0,38.25,1
50 ml,7660,16/11/2017,20.3391,0,17.9109,0,0,12.75,0,0,38.25,1
118 ml,7670,24/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,22/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,26/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,05/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,05/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,08/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
Refreshing Moisture Mist,2150,20/11/2017,16.65,0,21.35,0,0,0,0,0,38,1
118 ml,7780,21/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,14/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
Refreshing Moisture Mist,2150,11/11/2017,16.65,0,21.35,0,0,0,0,0,38,1
118 ml,7780,15/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,18/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
Refreshing Moisture Mist,2150,19/11/2017,16.65,0,21.35,0,0,0,0,0,38,1
118 ml,7670,28/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,29/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,06/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
Refreshing Moisture Mist,2150,24/11/2017,16.65,0,21.35,0,0,0,0,0,38,1
118 ml,7780,02/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,25/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,02/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,23/11/2017,14.8,0,23.2,0,0,0,0,0,38,1
473 ml,1051,22/11/2017,16.03,0,21.47,0,0,12.5,0,0,37.5,1
473 ml,1051,16/11/2017,16.03,0,21.47,0,0,12.5,0,0,37.5,1
473 ml,1101,28/11/2017,16.02,0,21.48,0,0,12.5,0,0,37.5,1
Sachet,7749,03/11/2017,16.77,0,20.73,0,0,0,0,0,37.5,43
118 ml,2750,17/11/2017,13.56,0,23.44,0,0,0,0,0,37,1
118 ml,2800,11/11/2017,14.8,0,22.2,0,0,0,0,0,37,1
118 ml,2750,25/11/2017,13.56,0,23.44,0,0,0,0,0,37,1
118 ml,2750,19/11/2017,13.56,0,23.44,0,0,0,0,0,37,1
118 ml,2800,22/11/2017,14.8,0,22.2,0,0,0,0,0,37,1
118 ml,2800,05/11/2017,14.8,0,22.2,0,0,0,0,0,37,1
118 ml,2750,05/11/2017,13.56,0,23.44,0,0,0,0,0,37,1
118 ml,2800,17/11/2017,14.8,0,22.2,0,0,0,0,0,37,1
118 ml,2750,07/11/2017,13.56,0,23.44,0,0,0,0,0,37,1
118 ml,2750,23/11/2017,13.56,0,23.44,0,0,0,0,0,37,1
118 ml,2750,14/11/2017,13.56,0,23.44,0,0,0,0,0,37,1
118 ml,2750,18/11/2017,13.56,0,23.44,0,0,0,0,0,37,1
118 ml,2800,24/11/2017,14.8,0,22.2,0,0,0,0,0,37,1
118 ml,2750,15/11/2017,13.56,0,23.44,0,0,0,0,0,37,1
198 ml,9110,26/11/2017,11.1,0,24.9,0,0,0,0,0,36,1
190 ml,7830,30/11/2017,11.72,0,24.28,0,0,0,0,0,36,1
190 ml,7600,15/11/2017,12.8872,0,23.1128,0,0,0,0,0,36,1
60 ml,8730,06/11/2017,17.88,0,18.12,0,0,0,0,0,36,1
30 ml,3600,05/11/2017,19.4228,0,16.5772,0,0,0,0,0,36,1
60 ml,6130,28/11/2017,20.34,0,15.66,0,0,12,0,0,36,1
190 ml,7830,05/11/2017,11.72,0,24.28,0,0,0,0,0,36,1
60 ml,9130,07/11/2017,17.88,0,18.12,0,0,12,0,0,36,1
190 ml,7830,16/11/2017,11.72,0,24.28,0,0,0,0,0,36,1
190 ml,7600,08/11/2017,14.4879,0,21.5121,0,0,0,0,0,36,1
198 ml,9150,25/11/2017,11.1,0,24.9,0,0,0,0,0,36,1
190 ml,7830,20/11/2017,11.72,0,24.28,0,0,0,0,0,36,1
67 ml,6110,07/11/2017,23.2246,0,12.7754,0,0,0,0,0,36,2
30 ml,3600,21/11/2017,16.2565,0,19.7435,0,0,0,0,0,36,1
30 ml,3600,24/11/2017,16.2565,0,19.7435,0,0,0,0,0,36,1
190 ml,7600,22/11/2017,12.8872,0,23.1128,0,0,0,0,0,36,1
30 ml,3600,20/11/2017,16.2565,0,19.7435,0,0,0,0,0,36,1
198 ml,9150,26/11/2017,11.1,0,24.9,0,0,0,0,0,36,1
60 ml,8730,28/11/2017,17.88,0,18.12,0,0,0,0,0,36,1
190 ml,7600,10/11/2017,14.4879,0,21.5121,0,0,0,0,0,36,1
198 ml,9110,09/11/2017,11.1,0,24.9,0,0,0,0,0,36,1
198 ml,9110,01/11/2017,11.1,0,24.9,0,0,0,0,0,36,1
60 ml,8730,05/11/2017,17.88,0,18.12,0,0,0,0,0,36,1
30 ml,3600,06/11/2017,19.4228,0,16.5772,0,0,0,0,0,36,1
190 ml,7600,06/11/2017,14.4879,0,21.5121,0,0,0,0,0,36,1
190 ml,7830,23/11/2017,11.72,0,24.28,0,0,0,0,0,36,1
190 ml,7830,19/11/2017,11.72,0,24.28,0,0,0,0,0,36,1
190 ml,7830,13/11/2017,11.72,0,24.28,0,0,0,0,0,36,1
60 ml,8730,09/11/2017,17.88,0,18.12,0,0,0,0,0,36,1
60 ml,8730,01/11/2017,17.88,0,18.12,0,0,0,0,0,36,1
190 ml,7600,09/11/2017,14.4879,0,21.5121,0,0,0,0,0,36,1
190 ml,7830,22/11/2017,11.72,0,24.28,0,0,0,0,0,36,1
198 ml,9110,05/11/2017,11.1,0,24.9,0,0,0,0,0,36,1
190 ml,7600,12/11/2017,12.8872,0,23.1128,0,0,0,0,0,36,1
50 ml,7810,07/11/2017,20.1908,0,15.8092,0,0,12,0,0,36,1
198 ml,9150,09/11/2017,11.1,0,24.9,0,0,0,0,0,36,1
148 ml,8510,01/11/2017,14.8,0,20.2,0,0,0,0,0,35,1
148 ml,8510,27/11/2017,14.8,0,20.2,0,0,0,0,0,35,1
148 ml,8510,17/11/2017,14.8,0,20.2,0,0,0,0,0,35,1
148 ml,8510,13/11/2017,14.8,0,20.2,0,0,0,0,0,35,1
Big Little Kit,8705,25/11/2017,9.87,0,25.13,0,0,0,0,0,35,1
237 ml,1100,02/11/2017,11.09,0,22.91,0,0,0,0,0,34,1
118 ml,9160,11/11/2017,12.95,0,21.05,0,0,0,0,0,34,1
190 ml,1350,24/11/2017,12.95,0,21.05,0,0,0,0,0,34,1
118 ml,9160,10/11/2017,12.95,0,21.05,0,0,0,0,0,34,1
200 ml,8500,25/11/2017,11.1,0,22.9,0,0,0,0,0,34,1
190 ml,1350,21/11/2017,12.95,0,21.05,0,0,0,0,0,34,1
237 ml,1100,15/11/2017,11.09,0,22.91,0,0,0,0,0,34,1
237 ml,1100,28/11/2017,10.759,0,23.241,0,0,0,0,0,34,1
190 ml,1250,28/11/2017,12.95,0,21.05,0,0,0,0,0,34,1
118 ml,9120,01/11/2017,12.95,0,21.05,0,0,0,0,0,34,1
237 ml,1000,30/11/2017,11.09,0,22.91,0,0,0,0,0,34,1
237 ml,1150,30/11/2017,11.1,0,22.9,0,0,0,0,0,34,1
200 ml,8500,08/11/2017,11.1,0,22.9,0,0,0,0,0,34,1
200 ml,8500,13/11/2017,11.1,0,22.9,0,0,0,0,0,34,1
237 ml,1050,04/11/2017,11.1,0,22.9,0,0,0,0,0,34,1
200 ml,8500,07/11/2017,11.1,0,22.9,0,0,0,0,0,34,1
190 ml,1250,21/11/2017,12.95,0,21.05,0,0,0,0,0,34,1
237 ml,1150,19/11/2017,11.1,0,22.9,0,0,0,0,0,34,1
190 ml,1350,15/11/2017,12.95,0,21.05,0,0,0,0,0,34,1
237 ml,1150,02/11/2017,11.1,0,22.9,0,0,0,0,0,34,1
118 ml,9160,06/11/2017,12.95,0,21.05,0,0,0,0,0,34,1
190 ml,1250,17/11/2017,12.95,0,21.05,0,0,0,0,0,34,1
