Variant Name,Variant SKU,Issued At,Realized COGS,Potential COGS,Realized Profit,Potential Profit,Realized Tax,Realized Discount,Potential Tax,Potential Discount,Total Sales,Quantity
50 ml,7810,11/10/2017,20.0651,0,27.9349,0,0,0,0,0,48,1
50 ml,7810,26/10/2017,20.1908,0,27.8092,0,0,0,0,0,48,1
60 ml,7800,08/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,7760,02/10/2017,20.3108,0,27.6892,0,0,0,0,0,48,1
50 ml,7810,14/10/2017,20.1908,0,27.8092,0,0,0,0,0,48,1
Resist Anti-Aging Eye Gel,2140,06/10/2017,21.916,0,26.084,0,0,0,0,0,48,1
Resist Anti-Aging Eye Cream,7900,25/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,7800,21/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
30 ml,3250,02/10/2017,0,0,48,0,0,0,0,0,48,1
Resist Anti-Aging Eye Gel,2140,04/10/2017,21.916,0,26.084,0,0,0,0,0,48,1
60 ml,7690,14/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
Resist Anti-Aging Eye Gel,2140,15/10/2017,21.916,0,26.084,0,0,0,0,0,48,1
Perfect Cleansing Oil,3140,19/10/2017,16.65,0,31.35,0,0,0,0,0,48,1
88 ml,7820,16/10/2017,20.2763,0,27.7237,0,0,0,0,0,48,1
Resist Anti-Aging Eye Gel,2140,07/10/2017,21.916,0,26.084,0,0,0,0,0,48,1
Resist Anti-Aging Eye Gel,2140,03/10/2017,21.916,0,26.084,0,0,0,0,0,48,1
50 ml,7610,28/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,7690,10/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
50 ml,7610,05/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
Resist Anti-Aging Eye Gel,2140,11/10/2017,21.916,0,26.084,0,0,0,0,0,48,1
60 ml,6130,25/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
Resist Anti-Aging Eye Gel,2140,10/10/2017,21.916,0,26.084,0,0,0,0,0,48,1
88 ml,7820,14/10/2017,20.2763,0,27.7237,0,0,0,0,0,48,1
60 ml,7760,17/10/2017,20.3181,0,27.6819,0,0,0,0,0,48,1
5 ml,8017,26/10/2017,11.5248,0,36.4752,0,0,0,0,0,48,3
50 ml,7810,22/10/2017,20.1908,0,27.8092,0,0,0,0,0,48,1
30 ml,3350,15/10/2017,20.96,0,27.04,0,0,0,0,0,48,1
Resist Anti-Aging Eye Gel,2140,16/10/2017,21.916,0,26.084,0,0,0,0,0,48,1
60 ml,7690,27/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
Perfect Cleansing Oil,3140,22/10/2017,16.65,0,31.35,0,0,0,0,0,48,1
60 ml,7690,16/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
50 ml,7810,09/10/2017,20.0651,0,27.9349,0,0,0,0,0,48,1
60 ml,7760,23/10/2017,20.3181,0,27.6819,0,0,0,0,0,48,1
60 ml,6130,03/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
50 ml,7610,31/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,9180,11/10/2017,17.88,0,30.12,0,0,0,0,0,48,1
60 ml,7690,20/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
50 ml,7610,13/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
50 ml,7610,23/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,7690,22/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
Resist Anti-Aging Eye Cream,7900,06/10/2017,20.34,0,27.66,0,0,0,0,0,48,1
Perfect Cleansing Oil,3140,24/10/2017,16.65,0,31.35,0,0,0,0,0,48,1
Resist Anti-Aging Eye Gel,2140,13/10/2017,21.916,0,26.084,0,0,0,0,0,48,1
118 ml,5800,09/10/2017,17.26,0,28.74,0,0,0,0,0,46,1
210 ml,5700,29/10/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
210 ml,5700,26/10/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
30 ml,7827,21/10/2017,9.267,0,35.733,0,0,0,0,0,45,3
210 ml,5900,27/10/2017,17.26,0,27.74,0,0,0,0,0,45,1
210 ml,5700,25/10/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
210 ml,5900,11/10/2017,17.26,0,27.74,0,0,0,0,0,45,1
210 ml,5900,16/10/2017,17.26,0,27.74,0,0,0,0,0,45,1
210 ml,5900,26/10/2017,17.26,0,27.74,0,0,0,0,0,45,1
210 ml,5900,18/10/2017,17.26,0,27.74,0,0,0,0,0,45,1
210 ml,5700,20/10/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
30 ml,7827,16/10/2017,9.267,0,35.733,0,0,0,0,0,45,3
210 ml,5900,02/10/2017,17.26,0,27.74,0,0,0,0,0,45,1
210 ml,5900,30/10/2017,17.26,0,27.74,0,0,0,0,0,45,1
210 ml,5700,24/10/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
20 ml,7807,05/10/2017,13.8897,0,31.1103,0,0,0,0,0,45,3
15ml,7977,22/10/2017,17.49,0,27.51,0,0,0,0,0,45,3
210 ml,5700,18/10/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
210 ml,5700,15/10/2017,16.0298,0,28.9702,0,0,0,0,0,45,1
30 ml,7827,09/10/2017,9.267,0,35.733,0,0,0,0,0,45,3
88 ml,8720,08/10/2017,20.34,0,23.66,0,0,0,0,0,44,1
88 ml,8720,23/10/2017,20.34,0,23.66,0,0,0,0,0,44,1
88 ml,8720,04/10/2017,20.34,0,23.66,0,0,0,0,0,44,1
88 ml,8720,06/10/2017,20.34,0,23.66,0,0,0,0,0,44,1
88 ml,8720,31/10/2017,20.34,0,23.66,0,0,0,0,0,44,1
88 ml,8720,21/10/2017,20.34,0,23.66,0,0,0,0,0,44,1
88 ml,8720,28/10/2017,20.34,0,23.66,0,0,0,0,0,44,1
88 ml,8720,29/10/2017,20.34,0,23.66,0,0,0,0,0,44,1
88 ml,8720,19/10/2017,20.34,0,23.66,0,0,0,0,0,44,1
177 ml,6002,23/10/2017,15.9958,0,27.2042,0,0,0,0,0,43.2,2
118 ml,6210,10/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,6210,03/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,2010,25/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,26/10/2017,19.98,0,23.02,0,0,0,0,0,43,1
100 ml,2040,24/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,6210,09/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,2040,17/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,6210,14/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,6210,27/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,2040,19/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,2051,11/10/2017,18.8682,0,24.1318,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,07/10/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
118 ml,2010,28/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,6210,28/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,2051,31/10/2017,18.8682,0,24.1318,0,0,0,0,0,43,1
100 ml,1900,07/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,2040,15/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,1900,14/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,6210,25/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,05/10/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
118 ml,6210,05/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,2040,29/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,2051,29/10/2017,18.8682,0,24.1318,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,15/10/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
100 ml,2051,21/10/2017,18.8682,0,24.1318,0,0,0,0,0,43,1
118 ml,6210,26/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,6210,29/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,12/10/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,10/10/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
100 ml,2040,16/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,2040,12/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,2010,23/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,6210,20/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
118 ml,6210,02/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,14/10/2017,19.98,0,23.02,0,0,0,0,0,43,1
100 ml,1900,22/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,29/10/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,22/10/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,20/10/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
100 ml,1900,31/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,12/10/2017,19.98,0,23.02,0,0,0,0,0,43,1
100 ml,2051,25/10/2017,18.8682,0,24.1318,0,0,0,0,0,43,1
100 ml,1900,18/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,31/10/2017,19.98,0,23.02,0,0,0,0,0,43,1
Resist Smoothing Primer Serum SPF 30,91580,30/10/2017,18.3958,0,24.6042,0,0,0,0,0,43,1
100 ml,1900,10/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,1900,01/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,2040,27/10/2017,17.88,0,25.12,0,0,0,0,0,43,1
100 ml,2051,28/10/2017,18.8682,0,24.1318,0,0,0,0,0,43,1
60 ml,3400,25/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,3400,07/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1560,23/10/2017,18.5416,0,23.4584,0,0,0,0,0,42,1
60 ml,3400,08/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
50 ml,8740,10/10/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,1620,26/10/2017,19.2,0,22.8,0,0,0,0,0,42,1
50 ml,8740,15/10/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,3400,27/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1560,03/10/2017,19.1189,0,22.8811,0,0,0,0,0,42,1
60 ml,3400,19/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1720,21/10/2017,17.87,0,24.13,0,0,0,0,0,42,1
50 ml,8740,30/10/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,1460,11/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1560,13/10/2017,19.1189,0,22.8811,0,0,0,0,0,42,1
60 ml,1460,27/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,8520,04/10/2017,0,0,42,0,0,0,0,0,42,1
50 ml,8740,26/10/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,1710,15/10/2017,19.32,0,22.68,0,0,0,0,0,42,1
60 ml,1860,10/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,8520,11/10/2017,0,0,42,0,0,0,0,0,42,1
60 ml,1620,03/10/2017,19.2,0,22.8,0,0,0,0,0,42,1
14 ml,5500,04/10/2017,18.4848,0,23.5152,0,0,0,0,0,42,2
60 ml,1860,26/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1460,25/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,8520,31/10/2017,0,0,42,0,0,0,0,0,42,1
60 ml,8520,23/10/2017,0,0,42,0,0,0,0,0,42,1
60 ml,3400,06/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1860,30/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,3400,20/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
50 ml,8740,29/10/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,1720,15/10/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,1560,29/10/2017,18.5416,0,23.4584,0,0,0,0,0,42,1
60 ml,8520,01/10/2017,0,0,42,0,0,0,0,0,42,1
60 ml,3400,15/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1720,05/10/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,1460,13/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1560,08/10/2017,19.1189,0,22.8811,0,0,0,0,0,42,1
60 ml,3500,11/10/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,3500,02/10/2017,17.87,0,24.13,0,0,0,0,0,42,1
50 ml,8740,21/10/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,1460,15/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,3400,11/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1710,13/10/2017,19.32,0,22.68,0,0,0,0,0,42,1
60 ml,3500,01/10/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,1710,02/10/2017,19.32,0,22.68,0,0,0,0,0,42,1
60 ml,8520,09/10/2017,0,0,42,0,0,0,0,0,42,1
60 ml,1460,19/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,3500,31/10/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,1860,12/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1560,22/10/2017,18.5416,0,23.4584,0,0,0,0,0,42,1
60 ml,1460,18/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,8520,20/10/2017,0,0,42,0,0,0,0,0,42,1
60 ml,1460,02/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,1560,16/10/2017,18.5416,0,23.4584,0,0,0,0,0,42,1
60 ml,1720,30/10/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,1860,24/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
50 ml,8740,02/10/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,1560,31/10/2017,18.5416,0,23.4584,0,0,0,0,0,42,1
60 ml,1720,13/10/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,1720,01/10/2017,17.87,0,24.13,0,0,0,0,0,42,1
60 ml,1620,05/10/2017,19.2,0,22.8,0,0,0,0,0,42,1
60 ml,8520,06/10/2017,0,0,42,0,0,0,0,0,42,1
50 ml,8740,01/10/2017,20.34,0,21.66,0,0,0,0,0,42,1
60 ml,3400,13/10/2017,17.88,0,24.12,0,0,0,0,0,42,1
60 ml,3500,07/10/2017,17.87,0,24.13,0,0,0,0,0,42,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,24/10/2017,15.41,0,25.59,0,0,0,0,0,41,1
118 ml,6200,08/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
Resist Body Oil Spray,7880,19/10/2017,15.41,0,25.59,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,16/10/2017,15.41,0,25.59,0,0,0,0,0,41,1
30 ml,7630,15/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
118 ml,6200,16/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
118 ml,6200,12/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
118 ml,6200,13/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
118 ml,6200,24/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,15/10/2017,15.41,0,25.59,0,0,0,0,0,41,1
118 ml,6200,23/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
118 ml,6200,19/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
118 ml,6200,11/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
30 ml,7630,07/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
118 ml,6200,26/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
118 ml,6200,06/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
118 ml,6200,18/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
118 ml,6200,20/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,18/10/2017,15.41,0,25.59,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,20/10/2017,15.41,0,25.59,0,0,0,0,0,41,1
Sun Care Sunscreen Spray SPF 43,2330,22/10/2017,15.41,0,25.59,0,0,0,0,0,41,1
118 ml,6200,21/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,14/10/2017,15.41,0,25.59,0,0,0,0,0,41,1
30 ml,7630,26/10/2017,16.65,0,24.35,0,0,0,0,0,41,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,09/10/2017,15.41,0,25.59,0,0,0,0,0,41,1
100 ml,9100,24/10/2017,16.65,0,23.35,0,0,0,0,0,40,1
100 ml,9100,30/10/2017,16.65,0,23.35,0,0,0,0,0,40,1
100 ml,9100,25/10/2017,16.65,0,23.35,0,0,0,0,0,40,1
100 ml,9100,04/10/2017,16.65,0,23.35,0,0,0,0,0,40,1
30 ml,2017,07/10/2017,6.96,0,32.04,0,0,0,0,0,39,3
30 ml,2017,19/10/2017,6.96,0,32.04,0,0,0,0,0,39,3
30 ml,2017,14/10/2017,6.96,0,32.04,0,0,0,0,0,39,3
Refreshing Moisture Mist,2150,12/10/2017,16.65,0,21.35,0,0,0,0,0,38,1
118 ml,7670,24/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,30/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,03/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
Refreshing Moisture Mist,2150,24/10/2017,16.65,0,21.35,0,0,0,0,0,38,1
118 ml,7780,11/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,28/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,18/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
Refreshing Moisture Mist,2150,03/10/2017,16.65,0,21.35,0,0,0,0,0,38,1
Refreshing Moisture Mist,2150,16/10/2017,16.65,0,21.35,0,0,0,0,0,38,1
118 ml,7670,22/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
Refreshing Moisture Mist,2150,19/10/2017,16.65,0,21.35,0,0,0,0,0,38,1
Refreshing Moisture Mist,2150,26/10/2017,16.65,0,21.35,0,0,0,0,0,38,1
118 ml,7780,26/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,02/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,20/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,21/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
Refreshing Moisture Mist,2150,22/10/2017,16.65,0,21.35,0,0,0,0,0,38,1
118 ml,7780,04/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,15/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,11/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,26/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,10/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,14/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,09/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,13/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,22/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,08/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,05/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,19/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,03/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,25/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,09/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7780,13/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
118 ml,7670,01/10/2017,14.8,0,23.2,0,0,0,0,0,38,1
Resist Skin Firming Line Minimizer,7910,23/10/2017,62.5316,0,-24.5316,0,0,0,0,0,38,1
473 ml,1051,23/10/2017,16.03,0,21.47,0,0,12.5,0,0,37.5,1
118 ml,2750,27/10/2017,13.56,0,23.44,0,0,0,0,0,37,1
118 ml,2750,16/10/2017,13.56,0,23.44,0,0,0,0,0,37,1
118 ml,2800,31/10/2017,14.8,0,22.2,0,0,0,0,0,37,1
118 ml,2750,26/10/2017,13.56,0,23.44,0,0,0,0,0,37,1
118 ml,2800,11/10/2017,14.8,0,22.2,0,0,0,0,0,37,1
118 ml,2800,28/10/2017,14.8,0,22.2,0,0,0,0,0,37,1
118 ml,2800,13/10/2017,14.8,0,22.2,0,0,0,0,0,37,1
118 ml,2800,19/10/2017,14.8,0,22.2,0,0,0,0,0,37,1
118 ml,2800,05/10/2017,14.8,0,22.2,0,0,0,0,0,37,1
118 ml,2800,26/10/2017,14.8,0,22.2,0,0,0,0,0,37,1
60 ml,8730,28/10/2017,17.88,0,18.12,0,0,0,0,0,36,1
60 ml,8730,15/10/2017,17.88,0,18.12,0,0,0,0,0,36,1
60 ml,8730,07/10/2017,17.88,0,18.12,0,0,0,0,0,36,1
190 ml,7830,11/10/2017,11.72,0,24.28,0,0,0,0,0,36,1
190 ml,7600,30/10/2017,14.4879,0,21.5121,0,0,0,0,0,36,1
198 ml,9150,01/10/2017,11.1,0,24.9,0,0,0,0,0,36,1
190 ml,7600,26/10/2017,14.4879,0,21.5121,0,0,0,0,0,36,1
190 ml,7830,02/10/2017,11.72,0,24.28,0,0,0,0,0,36,1
190 ml,7600,06/10/2017,14.4879,0,21.5121,0,0,0,0,0,36,1
60 ml,8730,18/10/2017,17.88,0,18.12,0,0,0,0,0,36,1
190 ml,7830,12/10/2017,11.72,0,24.28,0,0,0,0,0,36,1
198 ml,9110,14/10/2017,11.1,0,24.9,0,0,0,0,0,36,1
190 ml,7830,08/10/2017,11.72,0,24.28,0,0,0,0,0,36,1
198 ml,9150,24/10/2017,11.1,0,24.9,0,0,0,0,0,36,1
190 ml,7600,03/10/2017,14.4879,0,21.5121,0,0,0,0,0,36,1
190 ml,7830,04/10/2017,11.72,0,24.28,0,0,0,0,0,36,1
190 ml,7830,13/10/2017,11.72,0,24.28,0,0,0,0,0,36,1
190 ml,7600,07/10/2017,14.4879,0,21.5121,0,0,0,0,0,36,1
60 ml,8730,03/10/2017,17.88,0,18.12,0,0,0,0,0,36,1
198 ml,9110,03/10/2017,11.1,0,24.9,0,0,0,0,0,36,1
190 ml,7830,23/10/2017,11.72,0,24.28,0,0,0,0,0,36,1
198 ml,9150,04/10/2017,11.1,0,24.9,0,0,0,0,0,36,1
30 ml,3600,31/10/2017,19.4228,0,16.5772,0,0,0,0,0,36,1
190 ml,7600,16/10/2017,14.4879,0,21.5121,0,0,0,0,0,36,1
60 ml,8730,16/10/2017,17.88,0,18.12,0,0,0,0,0,36,1
190 ml,7830,06/10/2017,11.72,0,24.28,0,0,0,0,0,36,1
190 ml,7830,03/10/2017,11.72,0,24.28,0,0,0,0,0,36,1
190 ml,7830,27/10/2017,11.72,0,24.28,0,0,0,0,0,36,1
190 ml,7830,18/10/2017,11.72,0,24.28,0,0,0,0,0,36,1
198 ml,9110,24/10/2017,11.1,0,24.9,0,0,0,0,0,36,1
198 ml,9150,02/10/2017,11.1,0,24.9,0,0,0,0,0,36,1
198 ml,9110,23/10/2017,11.1,0,24.9,0,0,0,0,0,36,1
190 ml,7830,01/10/2017,11.72,0,24.28,0,0,0,0,0,36,1
190 ml,7830,21/10/2017,11.72,0,24.28,0,0,0,0,0,36,1
190 ml,7600,24/10/2017,14.4879,0,21.5121,0,0,0,0,0,36,1
30 ml,3600,14/10/2017,19.4228,0,16.5772,0,0,0,0,0,36,1
190 ml,7600,01/10/2017,14.4879,0,21.5121,0,0,0,0,0,36,1
30 ml,3600,22/10/2017,19.4228,0,16.5772,0,0,0,0,0,36,1
Resist Omega+ Complex,2130,23/10/2017,23.9557,0,11.4443,0,0,0,0,0,35.4,1
148 ml,8510,06/10/2017,14.8,0,20.2,0,0,0,0,0,35,1
148 ml,8510,09/10/2017,14.8,0,20.2,0,0,0,0,0,35,1
148 ml,8510,20/10/2017,14.8,0,20.2,0,0,0,0,0,35,1
Big Little Kit,8705,05/10/2017,9.87,0,25.13,0,0,0,0,0,35,1
148 ml,8510,24/10/2017,14.8,0,20.2,0,0,0,0,0,35,1
190 ml,1350,11/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
200 ml,8500,01/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
190 ml,1350,13/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
118 ml,9120,26/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
190 ml,1350,18/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
190 ml,1250,26/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
190 ml,1350,07/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
118 ml,9160,30/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
237 ml,1100,10/10/2017,11.09,0,22.91,0,0,0,0,0,34,1
200 ml,8500,05/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
118 ml,9160,29/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
237 ml,1150,03/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
237 ml,1150,07/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
190 ml,1250,14/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
190 ml,1250,27/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
237 ml,1000,02/10/2017,11.09,0,22.91,0,0,0,0,0,34,1
118 ml,9160,24/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
190 ml,1350,02/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
200 ml,8500,25/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
200 ml,8500,30/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
237 ml,1150,05/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
190 ml,1350,10/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
237 ml,1000,07/10/2017,11.09,0,22.91,0,0,0,0,0,34,1
118 ml,9160,11/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
237 ml,1100,29/10/2017,11.09,0,22.91,0,0,0,0,0,34,1
118 ml,9120,21/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
237 ml,1150,09/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
190 ml,1250,07/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
